datetime;Chosica;matucana;SanCristobal;SanMateodeOtao;SantaEulalia;YuracmayoEdegell;SantiagodeTuna;Antacoto;Antioquia;PuenteCupiche;Tamboraque;Agocancha;Casapalca;ShequeSedapal;Autisha;Yaso;ObrajilloSedapal;Huaros;Pariacancha;Colllac;Torococha;PatahuaySapicancha;Marcapomacocha;PuenteSalidaMarcapomacocha;MillocEdegell;PuenteMagdalenall;Discharge;Categoria;Aviso
1/11/2022 00:00;0;0;0.136099085;0;0;0.139361471;0;0;0;0;0.040278897;0.107069127;0.07278309;0;0;0;0;0;0;0;0;0;0;0;0;0;15.54554;NORMAL;No
1/11/2022 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.91854;NORMAL;No
1/11/2022 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.48474;NORMAL;No
1/11/2022 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.48474;NORMAL;No
1/11/2022 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.31977;NORMAL;No
1/11/2022 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.61796;NORMAL;No
1/11/2022 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.18498;NORMAL;No
1/11/2022 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.61796;NORMAL;No
1/11/2022 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.61796;NORMAL;No
1/11/2022 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.061666571;0.061666571;0.061666571;0.073113009;0;0;0;0;20.05121;NORMAL;No
1/11/2022 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.48474;NORMAL;No
1/11/2022 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.05121;NORMAL;No
1/11/2022 12:00;0.001948351;0.005393634;0.000771003;0.001063352;0.001948351;0.02866276;0.003709643;0.346309185;0.001749345;0.001948351;0.032283518;0.010357506;0.007486098;0.016187029;0.008993474;0.008671789;0.008292912;0.036955971;0.029547459;0.029547459;0.029547459;0.305282414;0.346309185;0.346309185;0.153222546;0.023144489;20.61796;NORMAL;No
1/11/2022 13:00;0.00462597;0.01648253;0.688494146;0.002544684;0.00462597;0.217036575;0.009268227;0.775868714;0.004489936;0.00462597;0.092446864;0.112230703;0.109301656;0.034482621;0.019664653;0.017319174;0.015834825;0.071078233;0.041900203;0.041900203;0.041900203;0.370917052;0.775868714;0.775868714;0.327530831;0.047821715;19.48474;NORMAL;No
1/11/2022 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.18498;NORMAL;No
1/11/2022 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.75225;NORMAL;No
1/11/2022 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.18498;NORMAL;No
1/11/2022 17:00;0.02051577;0.013944151;0.000494922;0.007179881;0.02051577;0.031247504;0.296373039;0.009102969;0.06531202;0.02051577;0.048689473;0.007476115;0.00373596;0.197831213;0.026748726;0.012158849;0.018273011;0.100372039;0.009735609;0.009735609;0.009735609;0.006646394;0.009102969;0.009102969;0.039626122;0.03479328;23.45555;NORMAL;No
1/11/2022 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.18498;NORMAL;No
1/11/2022 19:00;0.004939199;0.843599319;0.001436541;0.005413586;0.004939199;0.102356978;0.018841807;0;0.006510904;0.004939199;0.300440937;0.084295847;0.007107551;0.006469871;0.010034204;0;0;0;0.008909006;0.008909006;0.008909006;0.203465313;0;0;0;0.001683938;24.02379;NORMAL;No
1/11/2022 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.063059196;0.063059196;0.063059196;0.091957934;0;0;0;0;23.45555;NORMAL;No
1/11/2022 21:00;0;0;0;0;0;0;0;0.906894863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.906894863;0.906894863;0;0;23.45555;NORMAL;No
1/11/2022 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.95680511;0;22.88754;NORMAL;No
1/11/2022 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.88754;NORMAL;No
2/11/2022 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.88754;NORMAL;No
2/11/2022 01:00;0.0028633;0.01358161;0.690022409;0.00156803;0.0028633;0.253372103;0.005930265;0.010568418;0.002916393;0.0028633;0.073465414;0.31080842;0.195861563;0.020098692;0.012753853;0.024075277;0.414666653;0.091629378;0.003143739;0.003143739;0.003143739;0.006372565;0.010568418;0.010568418;0.062374897;0.037635833;21.4495;NORMAL;No
2/11/2022 02:00;0.004274424;0.099624008;0.492382884;0.002999524;0.004274424;0.184182361;0.009747746;0.261865795;0.0042363;0.004274424;0.127972633;0.097775429;0.37059921;0.143351123;0.020728471;0.011277067;0.008087155;0.030026231;0.012180242;0.012180242;0.012180242;0.131043524;0.261865795;0.261865795;0.186846972;0.033417575;19.74484;NORMAL;No
2/11/2022 03:00;0.018450251;1.298178673;0.105591476;0.014661354;0.018450251;0.365741909;0.04963509;1.154182315;0.019560656;0.018450251;0.651474118;0.303695619;0.229914203;0.273871988;0.071836241;0.044034116;0.036976263;0.160483137;0.246725023;0.246725023;0.246725023;0.827792764;1.154182315;1.154182315;0.643046439;0.128120288;20.33455;NORMAL;No
2/11/2022 04:00;0.017849166;0.291070402;0.402612835;0.010237217;0.017849166;0.427167624;0.123316713;0.615609825;0.032190964;0.017849166;0.296484172;0.717936754;0.142870367;0.315443248;0.114171378;0.036739457;0.031710494;0.145419076;0.437443972;0.437443972;0.437443972;0.549579203;0.615609825;0.615609825;0.405123502;0.105306454;19.2016;NORMAL;No
2/11/2022 05:00;0.037382271;0.393888086;0.108501591;0.016576516;0.037382271;0.412915438;0.419623584;0.573947668;0.097601071;0.037382271;0.449737221;0.488048434;1.384289742;0.379358441;0.074231975;0.038624264;0.029979596;0.126466244;0.269404203;0.269404203;0.269404203;0.511673987;0.573947668;0.573947668;0.524583817;0.118301362;19.2016;NORMAL;No
2/11/2022 06:00;0.01757301;0.115049154;0.004970483;0.008381578;0.01757301;0.192857563;0.125762641;0.124425538;0.185152084;0.01757301;0.22668846;0.160801679;1.1769135;0.120697834;0.149808481;0.023233684;0.019205775;0.093178064;0.28490445;0.28490445;0.28490445;0.249392167;0.124425538;0.124425538;0.257390022;0.07166823;18.63555;NORMAL;No
2/11/2022 07:00;0.013920546;0.109401256;0.002320786;0.012142438;0.013920546;0.105627306;0.0297052;0.104597487;0.086771011;0.013920546;0.189500466;0.046803001;0.458918571;0.581338644;0.448913872;0.139758825;0.01167746;0.069192261;0.167057768;0.167057768;0.167057768;0.109131202;0.104597487;0.104597487;0.189769328;0;18.63555;NORMAL;No
2/11/2022 08:00;0.01372548;0.023168933;0.295250982;0.008155971;0.01372548;0.116980992;0.11658705;0.022091692;0.104579628;0.01372548;0.136000827;0.051777825;0.011763706;0.928738713;0.05364278;0.174751461;0.092332773;0.091411233;0.041636892;0.041636892;0.041636892;0.055581577;0.022091692;0.022091692;0.117890745;0;18.63555;NORMAL;No
2/11/2022 09:00;0;0;0;0;0;0.00E+00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.63555;NORMAL;No
2/11/2022 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.250289083;0;0;0;0;0;0;0;0;0;0.473518908;18.06979;NORMAL;No
2/11/2022 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.133345217;19.76794;NORMAL;No
2/11/2022 12:00;0;0;0.00E+00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00E+00;0;0;0;0.033445939;19.76794;NORMAL;No
2/11/2022 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00E+00;0;0;0;0;0;0;0;0;0.052782457;19.76794;NORMAL;No
2/11/2022 14:00;0.023628375;0.105254129;0.61994791;0.014763297;0.023628375;1.131535888;0.048577406;1.070115685;0.022381434;0.023628375;0.685283959;1.981286287;2.894209862;0.285153061;0.211415187;0.078469485;0.074275456;0.352698773;1.517913461;1.517913461;1.517913461;1.036330938;1.070115685;1.070115685;1.046710014;0.219649777;20.33455;NORMAL;No
2/11/2022 15:00;0.043478068;0.464508325;0.70975697;0.027398912;0.043478068;0.997045994;0.086429551;1.849517226;0.038197856;0.043478068;0.933328986;0.948821425;2.889062643;0.535327792;0.426505595;0.216676325;0.554383218;1.879255414;3.057295322;3.057295322;3.057295322;1.545043826;1.849517226;1.849517226;1.748674512;0.511115015;20.33455;NORMAL;No
2/11/2022 16:00;0.064751469;1.829208255;0.02038868;0.043005727;0.064751469;0.908781528;0.139167339;2.04741168;0.058495924;0.064751469;1.506877542;0.419230253;2.538192749;1.226221204;0.385853261;0.415391147;2.87435627;3.864857674;2.570675373;2.570675373;2.570675373;2.253441572;2.04741168;2.04741168;2.079880238;0.825471997;21.46858;NORMAL;No
2/11/2022 17:00;0.100260042;4.594836235;0.625704527;0.077200204;0.100260042;1.784159184;0.239252955;1.322191477;0.094554327;0.100260042;2.915827274;1.489438415;4.12390852;2.92333889;0.726264894;0.47868225;3.500187635;3.786279202;1.332910538;1.332910538;1.332910538;1.340297818;1.322191477;1.322191477;2.188430786;0.996737659;21.46858;NORMAL;No
2/11/2022 18:00;0.049180575;1.48621881;0.236740619;0.034125809;0.049180575;1.433494091;0.109791696;1.025814652;0.046016317;0.049180575;1.31286335;2.619464636;1.790468097;1.184615016;0.304266542;0.285698205;2.262682915;2.551811457;0.615414321;0.615414321;0.615414321;0.877730191;1.025814652;1.025814652;1.275034189;0.563255131;20.90144;NORMAL;No
2/11/2022 19:00;0.032527082;1.083384156;0.302422464;0.022965763;0.032527082;0.685025394;0.072437629;0.435399264;0.029620791;0.032527082;0.831572592;0.38602075;1.656377673;0.955312192;0.176364183;0.203645721;1.518638253;1.954346061;0.559719741;0.559719741;0.559719741;0.646246433;0.435399264;0.435399264;0.82235527;0.395527333;23.17152;NORMAL;No
2/11/2022 20:00;0.022633959;0.311647594;0.105894096;0.016038112;0.022633959;0.338811904;0.046319511;0.528071702;0.019139841;0.022633959;0.472406805;0.262526542;0.85048908;1.180400014;0.144047827;0.12422844;0.584255397;1.113030195;0.394142628;0.394142628;0.394142628;0.765720487;0.528071702;0.528071702;0.662283301;0.267647475;23.17152;NORMAL;No
2/11/2022 21:00;0.019379521;0.392450184;0.304472446;0.013448604;0.019379521;0.445383638;0.041495986;0.745948017;0.017470371;0.019379521;0.474840879;0.496789277;0.94772023;0.734376609;0.109136835;0.098602585;0.531463265;0.789483845;0.429786026;0.429786026;0.429786026;0.899283528;0.745948017;0.745948017;0.664010346;0.214796096;23.17152;NORMAL;No
2/11/2022 22:00;0.020628359;0.572463632;0.110055909;0.154849857;0.020628359;0.48481372;0.048143573;1.089553475;0.019388903;0.020628359;0.579635143;0.50964272;1.315032125;0.274071693;0.099991709;0.102363154;0.475785434;0.929412067;0.595233738;0.595233738;0.595233738;0.699020982;1.089553475;1.089553475;0.856016457;0.232842207;21.46858;NORMAL;No
2/11/2022 23:00;0.023032667;0.370844871;0.101590894;0.014620785;0.023032667;0.189635769;0.131771296;0.532671273;0.034827966;0.023032667;0.305094421;0.068105392;0.206490412;0.37991187;0.309475809;0.081428051;0.425588757;0.628681898;0.702433288;0.702433288;0.702433288;0.400883526;0.532671273;0.532671273;0.438821435;0.186280534;22.03598;NORMAL;No
3/11/2022 00:00;0;0.604401588;0.58969295;0;0;1.191149592;0;0;0;0;0;0.545820296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.90144;NORMAL;No
3/11/2022 01:00;0;0;0;0;0;0.062946402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.37773;NORMAL;No
3/11/2022 02:00;0;0.156846717;0;0;0;0.178860173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.37773;NORMAL;No
3/11/2022 03:00;0.005598621;0.014062746;0.000829686;0.004745158;0.005598621;0.040575244;0.011109062;0.140916601;0.004163809;0.005598621;0.093963645;0.012753332;0.008813947;0.630230784;0.047853373;0.021902449;0.092994072;0.051160507;0.008554989;0.008554989;0.008554989;0.072209537;0.140916601;0.140916601;0.128513277;0.053826563;18.06979;NORMAL;No
3/11/2022 04:00;0.005646069;0.012640528;0.001151434;0.003688406;0.005646069;0.049174827;0.010419051;0.193770021;0.004408708;0.005646069;0.076701842;0.016098632;0.01068328;0.287104934;0.038949601;0.050811466;0.676641583;0.222360581;0.195128217;0.195128217;0.195128217;0.291754723;0.193770021;0.193770021;0.173471957;0.087022543;19.76794;NORMAL;No
3/11/2022 05:00;0.004912693;0.00986036;0.000859889;0.002920733;0.004912693;0.03864482;0.008749578;0.047153752;0.00379587;0.004912693;0.057568982;0.011990548;0.007413434;0.170263678;0.033032358;0.248571545;0.347250938;0.630113423;0.142269298;0.142269298;0.142269298;0.084672518;0.047153752;0.047153752;0.114872552;0.149071425;19.76794;NORMAL;No
3/11/2022 06:00;0.003378824;0.00565836;0.000510307;0.001746276;0.003378824;0.022982666;0.005644912;0.019323355;0.002535344;0.003378824;0.029903913;0.006981931;0.004076463;0.038942508;0.021989819;0.055271111;0.798507571;0.486207694;0.018635562;0.018635562;0.018635562;0.01563143;0.019323355;0.019323355;0.058696676;0.079029262;19.76794;NORMAL;No
3/11/2022 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04452274;0.049342673;0;0;0;0;0;0;0;0;19.76794;NORMAL;No
3/11/2022 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042217527;0.056235835;0.051696409;0.1799687;0.1799687;0.1799687;0;0;0;0;0;18.63555;NORMAL;No
3/11/2022 09:00;0;0;0;0;0;0;0;0;0.00E+00;0;0;0;0;0;0;0.546997845;0;0;0;0;0;0;0;0;0;0.549859464;18.63555;NORMAL;No
3/11/2022 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.046212453;0.029318005;0;0;0;0;0;0;0;0;0;0.064753056;19.2016;NORMAL;No
3/11/2022 11:00;0.015924294;0;0;0;0.015924294;0;0;0;0;0.015924294;0;0;0;0.05809883;0.023986293;0;0;0;0;0;0;0;0;0;0;0;19.2016;NORMAL;No
3/11/2022 12:00;0;0.016472578;0;0.014036349;0;0;0;0;0;0;0.014912006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.03598;NORMAL;No
3/11/2022 13:00;0.011904177;0.037991125;1.182011843;0.00637097;0.011904177;0.430774838;0.023219015;1.0453372;0.011217952;0.011904177;0.214427322;0.212649539;0.224396676;0.088846102;0.053057294;0.259581327;0.052036759;0.235290349;0.525060654;0.525060654;0.525060654;2.092998505;1.0453372;1.0453372;0.689853132;0.234655529;20.33455;NORMAL;No
3/11/2022 14:00;0.015346929;0.041560113;1.970196128;0.188275799;0.015346929;0.688923538;0.035288204;0.18513234;0.012296646;0.015346929;0.199979514;0.762979984;0.053846993;0.06876561;0.054471035;0.041576494;0.045124888;0.227781981;0.908539355;0.908539355;0.908539355;1.12416029;0.18513234;0.18513234;0.308157325;0.112525046;21.46858;NORMAL;No
3/11/2022 15:00;0.636354983;1.511542797;2.085263014;0.123449542;0.636354983;1.442506313;1.156809926;0.218085513;0.226070911;0.636354983;1.269854188;1.603564501;2.085482359;0.987303674;1.436102867;0.212564975;1.360286832;1.312781692;0.08915475;0.08915475;0.08915475;0.382915854;0.218085513;0.218085513;0.755719185;0.577180684;21.46858;NORMAL;No
3/11/2022 16:00;0.158321574;2.659998894;1.200962663;0.087803505;0.158321574;1.37078619;1.360762715;3.257871389;0.328525603;0.158321574;2.004700899;0.818896472;1.336119413;3.057700396;1.129736423;1.974630356;3.120619059;1.936187267;1.31142354;1.31142354;1.31142354;1.875590682;3.257871389;3.257871389;2.337184191;1.504913211;20.33455;NORMAL;No
3/11/2022 17:00;0.271117806;3.455449104;1.692400098;0.130976662;0.271117806;1.597779751;2.945075512;3.553054333;0.67876333;0.271117806;2.230223894;0.92551589;0.283926785;2.037955523;1.935922146;0.404650331;2.53269434;2.034290552;2.237743378;2.237743378;2.237743378;2.438803911;3.553054333;3.553054333;2.400128126;1.017590165;20.90144;NORMAL;No
3/11/2022 18:00;0.161510766;3.727059126;0.231200024;0.08846622;0.161510766;1.52221036;1.303416848;1.603130698;0.85690248;0.161510766;2.20402503;1.754104972;2.142132521;0.957701027;1.433943748;0.327332973;2.622970819;1.732367516;2.115059376;2.115059376;2.115059376;1.22144413;1.603130698;1.603130698;1.623941422;0.766940892;21.46858;NORMAL;No
3/11/2022 19:00;0.35115546;3.440898895;0.410072297;0.087133303;0.35115546;1.033581138;1.350797772;1.498034239;0.313528866;0.35115546;1.962105274;0.433006227;2.073572874;1.442922473;0.696261346;0.275831938;2.401445866;1.374339342;1.067948222;1.067948222;1.067948222;1.049558759;1.498034239;1.498034239;1.422241569;0.635802269;21.46858;NORMAL;No
3/11/2022 20:00;0.079977714;2.002839088;0.30143559;0.032731082;0.079977714;0.482574046;0.094291709;0.4590137;0.034084823;0.079977714;1.019452453;0.220428944;0.497212112;0.85797447;0.684254825;0.525961697;0.357083917;0.639276624;0.663014531;0.663014531;0.663014531;0.267133415;0.4590137;0.4590137;0.554804802;0.473756164;20.90144;NORMAL;No
3/11/2022 21:00;0.025011251;0.24210535;0.213014558;0.017361265;0.025011251;0.619201124;0.053458311;0.763441741;0.098387927;0.025011251;0.527704716;0.992848575;1.240458488;0.960983396;0.304016858;0.452302456;0.327382475;0.433908015;1.03355968;1.03355968;1.03355968;0.453081101;0.763441741;0.763441741;0.739109635;0.386687815;21.46858;NORMAL;No
3/11/2022 22:00;0.014006836;0.136575326;0.306325465;0.008791233;0.014006836;0.475110412;0.029213853;1.015425682;0.0131408;0.014006836;0.371815324;0.641839147;1.132342577;0.343118966;0.070529677;0.280926853;0.137064859;0.280611217;0.787821472;0.787821472;0.787821472;0.593801796;1.015425682;1.015425682;0.723396242;0.244316012;21.46858;NORMAL;No
3/11/2022 23:00;0.007708367;0.030221649;0.202793732;0.004324693;0.007708367;0.269414991;0.015444558;0.571067512;0.00727955;0.007708367;0.201558575;0.312668324;0.836427867;0.060155768;0.035180345;0.19159025;0.198423371;0.189308777;0.633785486;0.633785486;0.633785486;0.39800635;0.571067512;0.571067512;0.440140963;0.152111366;21.46858;NORMAL;No
4/11/2022 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.76794;NORMAL;No
4/11/2022 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.33473;NORMAL;No
4/11/2022 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.33473;NORMAL;No
4/11/2022 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.61796;NORMAL;No
4/11/2022 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.18498;NORMAL;No
4/11/2022 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.61796;NORMAL;No
4/11/2022 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.05121;NORMAL;No
4/11/2022 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.61796;NORMAL;No
4/11/2022 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.61796;NORMAL;No
4/11/2022 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0.239820018;0.437973857;0.739991367;0.430075705;0;0;0;0;0;0;0;0;0;20.61796;NORMAL;No
4/11/2022 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042788208;0.035360932;0.027538793;0.046897814;0;0;0;0;0;0;0;0;0;20.05121;NORMAL;No
4/11/2022 11:00;0;0;0;0;0;0;0;0.00E+00;0;0;0;0;0;0.025982723;0.02355776;0.019950971;0.027838539;0;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0.00E+00;0;0;20.05121;NORMAL;No
4/11/2022 12:00;0.010153301;0;0.00E+00;0;0.010153301;0.00E+00;0;0;0;0.010153301;0.00E+00;0;0;0.00E+00;0;1.15E-02;0.00E+00;0.00E+00;0;0;0;0;0;0;0;0.039518524;20.05121;NORMAL;No
4/11/2022 13:00;0.00E+00;0.00E+00;0;0;0.00E+00;0;0;0;0.00E+00;0.00E+00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00E+00;19.48474;NORMAL;No
4/11/2022 14:00;0;0;0.00E+00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.91854;NORMAL;No
4/11/2022 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00E+00;0.00E+00;0.00E+00;0;0;0;0;0;19.48474;NORMAL;No
4/11/2022 16:00;0.007606661;0.017285828;0.002066379;0.004017145;0.007606661;0.083831392;0.01380652;0.203821808;0.006436004;0.007606661;0.098756492;0.027670041;0.017733337;0.07081487;0.039535135;0.241719186;0.060860328;0.352193087;2.445014477;2.445014477;2.445014477;0.288382798;0.203821808;0.203821808;0.316298187;0.192760244;21.18498;NORMAL;No
4/11/2022 17:00;0.008220825;0.023747906;0.00353983;0.004506766;0.008220825;0.130378529;0.015837576;1.580379128;0.007462118;0.008220825;0.145114407;0.047739577;0.035338454;0.067927547;0.03822124;0.174763024;0.03183284;0.13752979;0.081791282;0.081791282;0.081791282;0.906199217;1.580379128;1.580379128;0.71953845;0.160888985;20.61796;NORMAL;No
4/11/2022 18:00;0.005651005;0.014071909;0.003243898;0.003078597;0.005651005;0.02497199;0.010641505;1.104911804;0.004971266;0.005651005;0.088779151;0.072804831;0.018571751;0.04900052;0.027198331;0.129781947;0.024418229;0.107998945;0.116405509;0.116405509;0.116405509;0.755300581;1.104911804;1.104911804;0.502786219;0.117251329;21.75225;NORMAL;No
4/11/2022 19:00;0.00189323;0.000651626;0.019817067;0.001057544;0.00189323;0;0.003069517;0.598775506;0.001240538;0.00189323;0.020057715;0;0.003260806;0.022142202;0.011291116;0.059006561;0.011294432;0.048900951;0.028595133;0.028595133;0.028595133;0.386953324;0.598775506;0.598775506;0.275137007;0.051104978;21.75225;NORMAL;No
4/11/2022 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.31977;NORMAL;No
4/11/2022 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.31977;NORMAL;No
4/11/2022 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.31977;NORMAL;No
4/11/2022 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.31977;NORMAL;No
5/11/2022 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.18498;NORMAL;No
5/11/2022 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.8976;NORMAL;No
5/11/2022 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00E+00;0;0;0;0;0;0;0;0;0;0;0;18.33473;NORMAL;No
5/11/2022 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.61796;NORMAL;No
5/11/2022 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.05121;NORMAL;No
5/11/2022 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.05121;NORMAL;No
5/11/2022 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.05121;NORMAL;No
5/11/2022 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.05121;NORMAL;No
5/11/2022 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.61796;NORMAL;No
5/11/2022 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.61796;NORMAL;No
5/11/2022 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.61796;NORMAL;No
5/11/2022 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.18498;NORMAL;No
5/11/2022 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.036491718;20.05121;NORMAL;No
5/11/2022 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.05121;NORMAL;No
5/11/2022 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.48474;NORMAL;No
5/11/2022 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.48474;NORMAL;No
5/11/2022 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.48474;NORMAL;No
5/11/2022 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.61796;NORMAL;No
5/11/2022 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.48474;NORMAL;No
5/11/2022 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.61796;NORMAL;No
5/11/2022 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.61796;NORMAL;No
5/11/2022 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.05121;NORMAL;No
5/11/2022 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.05121;NORMAL;No
5/11/2022 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.05121;NORMAL;No
